CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
72113	82314	285	0.9729	-14.016
93187	93338	285	0.9772	14.016
93338	93444	285	0.9584	28.032
91358	93338	285	0.9547	-42.047
33135	71968	285	0.9113	-46.042
71968	82314	285	0.9329	-42.047
82314	93444	285	0.7945	-98.109
91358	93187	285	0.9508	-56.062
91358	93444	285	0.9452	-14.015
93187	93444	285	0.9256	42.047
35173	57793	286	0.9758	0.000
35173	80775	286	0.977	-0.000
35173	84837	286	0.9221	-56.062
30581	35173	286	0.8609	-14.016
80775	84837	286	0.9169	-56.062
30581	80775	286	0.874	-14.016
57793	80775	286	0.9818	-0.000
57793	84837	286	0.9487	-56.062
30581	57495	286	0.8706	-56.062
30581	57793	286	0.8752	-14.016
46322	78712	287	0.9746	-44.027
51087	68236	287	0.9855	-132.079
58408	68236	287	0.9909	-88.053
65833	68236	287	0.9835	-176.104
47594	58408	287	0.9727	-176.104
51087	58408	287	0.9943	-44.026
58408	65654	287	0.9838	132.077
58408	65833	287	0.9904	88.052
47594	51087	287	0.9765	-132.078
47594	65654	287	0.9906	-44.027
47594	65833	287	0.9802	-88.053
47594	78712	287	0.9851	44.026
51087	65833	287	0.9933	44.025
65654	65833	287	0.9923	-44.026
65833	78712	287	0.9637	132.078
51087	65654	287	0.9886	88.051
51087	78712	287	0.9613	176.104
65654	78712	287	0.9742	88.053
35359	40154	289	0.974	-58.042
35359	40611	289	0.8017	85.089
35359	45046	289	0.8625	27.047
35359	49764	289	0.826	-30.995
25081	35359	289	0.9397	-178.011
30900	35359	289	0.9789	-58.041
10994	17922	289	0.9644	-58.042
17922	22461	289	0.9571	-58.042
17922	25081	289	0.901	-176.106
17922	28165	289	0.8183	27.047
10994	22461	289	0.9221	-116.084
22461	25081	289	0.9069	-118.064
30900	49764	289	0.8181	-89.036
40154	49764	289	0.8641	27.047
40611	49764	289	0.9859	-116.084
45046	49764	289	0.9952	-58.042
28165	31274	289	0.9227	-118.063
25081	30900	289	0.9411	-119.969
30900	40154	289	0.9602	-116.083
30900	40611	289	0.8747	27.048
30900	45046	289	0.8146	-30.994
31274	40611	289	0.9566	-178.012
40154	45046	289	0.8203	85.089
40611	45046	289	0.9935	-58.042
40154	40611	289	0.8043	143.131
38867	41304	290	0.9081	-14.675
41304	42236	290	0.9395	-29.351
41304	42925	290	0.7953	-103.062
38867	42925	290	0.759	-117.738
42236	42925	290	0.7958	-73.712
38867	42236	290	0.925	-44.026
51233	77673	291	0.9151	-28.031
77673	88066	291	0.9576	14.016
77673	93093	291	0.9182	28.031
77673	93860	291	0.9468	-0.000
51233	54552	291	0.934	14.016
51233	72612	291	0.9932	0.000
51233	82859	291	0.9481	14.016
51233	88066	291	0.9318	-14.016
51233	90394	291	0.9041	-154.136
51233	92727	291	0.9015	2.016
51233	93093	291	0.998	0.000
51233	98783	291	0.9646	0.000
72612	88066	291	0.9195	-14.016
88066	93093	291	0.9383	14.016
88066	93860	291	0.9219	-14.016
88066	98783	291	0.9078	14.016
62426	90394	291	0.9474	-109.078
90394	93093	291	0.9031	154.136
90394	95940	291	0.9003	-130.100
98783	99157	291	0.9608	0.000
49521	54552	291	0.9198	-14.016
54552	72612	291	0.943	-14.015
54552	82859	291	0.9695	0.000
54552	89714	291	0.9058	14.016
54552	93093	291	0.9211	-14.016
49521	89714	291	0.9708	-0.000
82859	89714	291	0.9043	14.016
72612	82859	291	0.9358	14.015
72612	93093	291	0.9877	-0.000
72612	98783	291	0.9523	-0.000
49521	82859	291	0.9059	-14.016
82859	98783	291	0.9307	-14.016
93093	98783	291	0.9656	-0.000
82859	93093	291	0.9506	-14.016
58723	93563	294	0.8071	-198.244
69873	80061	294	0.9641	1.997
80061	80084	294	0.984	1.997
80061	93563	294	0.7187	114.601
65251	80061	294	0.7952	-35.977
65722	80061	294	0.85	-37.974
69873	80084	294	0.9596	3.994
65251	69873	294	0.8028	-37.974
65722	69873	294	0.8477	-39.971
80084	93563	294	0.7158	112.604
65251	80084	294	0.8049	-33.979
65722	80084	294	0.8662	-35.977
65251	65722	294	0.8505	1.997
98100	98434	295	0.8015	-41.027
69955	85209	296	0.7696	-28.031
62285	65706	298	0.929	30.011
62285	69801	298	0.9418	15.995
62285	76667	298	0.9217	1.979
62285	81097	298	0.9503	-12.036
69264	73600	298	0.9798	-14.016
69264	90187	298	0.9342	29.974
69264	94175	298	0.9378	15.958
65706	69264	298	0.9351	-58.042
76667	81097	298	0.9692	-14.015
76667	83889	298	0.9639	-28.031
68392	76667	298	0.9418	42.010
69801	76667	298	0.9687	-14.016
72277	76667	298	0.9351	-2.016
65706	76667	298	0.9562	-28.031
73600	94175	298	0.9225	29.974
65706	94175	298	0.933	-42.083
90187	94175	298	0.981	-14.016
68392	83889	298	0.9421	13.979
69801	83889	298	0.9624	-42.047
81097	83889	298	0.9724	-14.016
65706	83889	298	0.9515	-56.063
68392	69801	298	0.9388	56.026
68392	81097	298	0.935	27.995
65706	68392	298	0.9317	-70.042
73600	90187	298	0.9323	43.990
65706	73600	298	0.9283	-72.058
69801	81097	298	0.9775	-28.032
81097	90187	298	0.9221	13.979
65706	81097	298	0.9716	-42.047
69801	90187	298	0.926	-14.052
65706	69801	298	0.9862	-14.015
65706	90187	298	0.9338	-28.068
11425	18082	300	0.9806	-58.042
18082	22318	300	0.9949	-118.063
18082	23826	300	0.9944	-58.044
18082	24714	300	0.9957	-176.105
22318	24714	300	0.9959	-58.042
23826	24714	300	0.9939	-118.061
24714	26186	300	0.9954	-58.043
24714	38530	300	0.9856	-178.012
11425	23826	300	0.9764	-116.086
22318	23826	300	0.9897	60.019
23826	26186	300	0.9889	-176.104
11425	22318	300	0.9785	-176.105
22318	26186	300	0.9912	-116.085
26186	38530	300	0.9881	-119.969
69674	83806	301	0.8705	-0.002
79340	83806	301	0.8654	-73.089
93369	95435	302	0.9038	138.069
95120	95435	302	0.8677	0.997
6207	17610	305	0.9316	-58.042
6336	14535	305	0.9206	-62.013
21918	23396	305	0.9522	-176.105
8711	13792	305	0.9511	-14.016
11413	13792	305	0.9546	-44.026
11327	22430	305	0.9439	-176.105
12512	22430	305	0.9491	-88.052
21899	22430	305	0.9843	-44.026
21918	22430	305	0.9343	-132.079
11327	21918	305	0.9381	-44.026
21899	21918	305	0.9326	88.052
14927	21918	305	0.9214	-88.053
11327	12512	305	0.9386	-88.052
12512	21899	305	0.9621	-44.026
8711	11802	305	0.9544	-44.026
8711	13412	305	0.9374	-17.027
6336	8711	305	0.9569	-44.026
6336	11413	305	0.9273	-14.016
6207	6336	305	0.9203	17.026
13147	21829	305	0.9681	-14.016
6207	11137	305	0.9412	-14.016
6207	13412	305	0.9571	-44.026
11327	21899	305	0.9557	-132.079
14927	21899	305	0.935	-176.105
11327	13412	305	0.9209	132.079
13147	13412	305	0.9825	44.026
13412	14927	305	0.9571	-88.052
11802	13147	305	0.9231	-17.027
11327	13147	305	0.9543	88.053
11327	14927	305	0.9752	44.026
13147	14927	305	0.9807	-44.026
32068	74159	306	0.8813	-84.094
30001	32068	306	0.8769	28.990
11985	30001	306	0.9612	73.089
16634	30001	306	0.9649	45.058
11985	16634	306	0.9722	28.031
16566	23186	308	0.8742	-28.031
49893	51486	309	0.941	-132.078
51486	51943	309	0.9454	74.036
49893	51943	309	0.9871	-58.042
51943	59317	309	0.9419	-58.041
42625	53726	310	0.9502	-14.016
48701	50911	312	0.9597	-14.016
50911	51575	312	0.7756	72.021
50911	53455	312	0.8248	56.026
51557	51575	312	0.9046	3.994
48701	51575	312	0.7409	58.005
48701	53455	312	0.8725	42.011
33658	49807	313	0.8748	-116.083
35459	49807	313	0.8222	-133.110
42589	49807	313	0.9303	-58.041
33658	35459	313	0.9061	17.027
35459	42589	313	0.8448	-75.069
33658	42589	313	0.9244	-58.042
59353	79397	314	0.979	0.000
26320	35301	315	0.9488	-14.016
9646	24397	316	0.8644	-42.047
24158	24397	316	0.895	35.976
24397	27359	316	0.819	-84.058
24397	28639	316	0.7993	2.016
24397	31626	316	0.8178	-18.011
2555	24397	316	0.8044	18.011
2555	24158	316	0.8527	-17.965
2555	27359	316	0.7642	-66.047
2555	31626	316	0.9011	0.000
24158	27359	316	0.7559	-48.082
27359	28639	316	0.7515	86.074
27359	31626	316	0.7592	66.047
27359	54982	316	0.7318	84.058
28639	54982	316	0.7308	-2.015
31626	54982	316	0.783	18.011
24158	31626	316	0.897	17.966
9646	28639	316	0.8062	-40.031
86332	91470	318	0.8912	-44.028
67025	85796	319	0.9244	18.011
79736	85796	319	0.9655	-35.977
77298	79736	319	0.9243	-18.010
71395	79736	319	0.9458	162.053
79736	86088	319	0.9314	-42.010
79736	87468	319	0.9274	2.016
79736	88038	319	0.9021	4.032
79736	88101	319	0.9004	-32.026
79736	89174	319	0.9053	-132.043
63554	79736	319	0.9428	18.010
65336	79736	319	0.9341	132.042
76549	77298	319	0.8676	32.026
76549	88101	319	0.8899	-18.010
65766	76549	319	0.8928	18.010
66918	71395	319	0.8708	-64.075
71395	86088	319	0.8916	120.042
71395	89174	319	0.9559	30.010
71395	92763	319	0.847	82.086
63554	71395	319	0.95	-144.042
65336	71395	319	0.9847	-30.011
72853	76570	319	0.8933	-14.016
76570	89356	319	0.9323	18.010
63554	65336	319	0.9369	-114.032
65336	66918	319	0.8646	34.065
65336	77298	319	0.8409	150.052
65336	86088	319	0.8641	90.032
65336	89174	319	0.9633	-0.000
63554	79020	319	0.8914	92.047
63554	65766	319	0.9587	-14.016
63554	66918	319	0.8913	-79.967
63554	67025	319	0.9763	-35.977
63554	72304	319	0.8937	2.015
63554	88101	319	0.9622	-14.016
63554	89174	319	0.902	-114.032
67025	71670	319	0.8852	-14.016
71670	88101	319	0.9046	35.977
65766	71670	319	0.9046	-35.977
72304	72853	319	0.8407	-30.047
72304	77298	319	0.8478	34.005
72304	86247	319	0.877	-14.016
72304	87468	319	0.9033	18.011
72304	88038	319	0.8773	20.027
72853	89356	319	0.8497	3.995
66918	72853	319	0.8672	51.936
49910	77298	319	0.841	41.951
66918	89174	319	0.8747	-34.065
86088	89174	319	0.8605	-90.032
77298	87468	319	0.8652	-15.994
77298	88038	319	0.8813	-13.979
66918	92763	319	0.8535	18.011
86088	92763	319	0.916	-37.956
66918	86088	319	0.8484	55.967
86088	87468	319	0.8413	44.027
65766	87468	319	0.8616	34.042
65766	88101	319	0.9951	-0.000
87468	88101	319	0.8621	-34.042
87468	88038	319	0.878	2.016
23915	39750	321	0.9179	-14.016
39750	46731	321	0.9097	14.016
39750	58850	321	0.9165	-14.016
39750	68525	321	0.9043	-14.016
23915	46731	321	0.9734	0.000
23915	58850	321	0.912	-28.031
58850	68525	321	0.9587	-0.000
20181	36819	323	0.878	-58.042
81760	84095	324	0.7759	-0.075
46538	61882	325	0.8809	-12.000
51771	61882	325	0.8254	-70.042
58693	61882	325	0.7462	-3.017
45937	61882	325	0.8086	-13.008
46538	51771	325	0.8452	58.042
46538	58693	325	0.7694	-8.983
45937	46538	325	0.8556	-1.008
53980	56207	325	0.923	-14.016
56207	57617	325	0.8222	23.021
56207	58474	325	0.8105	7.008
56207	58693	325	0.8907	-35.021
56207	62355	325	0.9045	-7.008
56207	63923	325	0.8908	-42.029
56207	68653	325	0.7827	49.037
51771	53980	325	0.82	-17.988
53980	57617	325	0.8838	9.005
53980	58474	325	0.9027	-7.008
53980	58693	325	0.8978	-49.037
53980	62355	325	0.8237	-21.024
53980	63923	325	0.8928	-56.045
53980	64420	325	0.8624	8.983
53980	68653	325	0.8079	35.021
58474	62355	325	0.8509	-14.016
58693	62355	325	0.801	28.013
62355	63923	325	0.8334	-35.021
67208	68653	325	0.8663	-17.988
50338	58693	325	0.7618	39.984
57617	58474	325	0.7857	-16.014
57617	58693	325	0.8053	-58.042
57617	63923	325	0.8162	-65.050
51771	64420	325	0.9609	-9.005
51771	52357	325	0.8946	7.008
58474	63923	325	0.8265	-49.036
58693	63923	325	0.977	-7.008
58474	58693	325	0.7944	-42.029
67448	71885	327	0.9485	-172.073
68521	71885	327	0.8027	-117.079
69076	71885	327	0.8202	-186.089
70740	71885	327	0.8724	-14.015
71885	75288	327	0.8765	-72.021
71885	76313	327	0.9785	-86.037
71885	76759	327	0.8252	-14.016
71885	77652	327	0.8864	-158.058
71885	80564	327	0.8179	-100.053
59871	71885	327	0.8476	-172.073
73755	76086	327	0.9801	-86.037
75288	76086	327	0.9012	-158.058
76086	76313	327	0.7328	144.042
76086	77652	327	0.905	72.021
76086	77770	327	0.9724	-86.037
76086	79090	327	0.9014	-172.073
69458	76086	327	0.9342	-172.073
73755	75288	327	0.9215	72.021
73755	76313	327	0.7655	58.005
73755	77652	327	0.9178	-14.016
73755	77770	327	0.9583	-172.073
69458	73755	327	0.9865	-86.036
70740	73755	327	0.9281	-158.057
64547	73755	327	0.9357	-172.073
49043	69076	327	0.9276	-14.015
35960	69076	327	0.8478	-172.073
67448	69076	327	0.7728	14.016
68521	69076	327	0.8452	69.009
69076	70740	327	0.9471	-172.074
28233	69076	327	0.7305	-186.089
58923	69076	327	0.7765	54.995
64547	69076	327	0.9038	158.058
64635	69076	327	0.88	-17.027
35960	67448	327	0.7074	-186.090
67448	68521	327	0.7658	-54.993
67448	70740	327	0.8591	-158.058
67448	76759	327	0.915	-186.089
59871	67448	327	0.8806	-0.000
60852	67448	327	0.7823	14.015
64635	67448	327	0.7989	-31.043
77652	77770	327	0.8796	-158.058
77770	79090	327	0.9617	-86.037
35960	42065	327	0.8503	17.026
42065	64635	327	0.7972	-172.073
75288	76759	327	0.7913	58.005
76313	76759	327	0.8082	72.021
76759	77652	327	0.7984	-144.042
76759	80564	327	0.8854	-86.037
59871	76759	327	0.9241	-186.089
60852	76759	327	0.8754	-172.073
49043	58923	327	0.926	-69.010
58923	61601	327	0.867	87.020
58923	64547	327	0.9292	-103.064
58923	64635	327	0.7469	72.021
58923	68521	327	0.7316	-14.015
58923	69458	327	0.9151	-189.100
35960	49043	327	0.8488	-158.058
35960	61601	327	0.777	-140.048
35960	64635	327	0.7709	-155.047
28233	35960	327	0.8384	-14.016
76313	80564	327	0.7324	-14.016
49043	70740	327	0.8798	-186.089
69458	70740	327	0.9385	72.021
70740	75288	327	0.9597	-86.036
70740	76313	327	0.8737	-100.052
70740	77652	327	0.9478	-172.073
64547	70740	327	0.9356	-14.016
75288	76313	327	0.9098	-14.016
75288	77652	327	0.9783	-86.036
68521	75288	327	0.8366	-189.101
69458	75288	327	0.9113	-14.015
64547	75288	327	0.8951	-100.052
28233	49043	327	0.8215	-172.074
28233	61601	327	0.7393	-154.063
68521	69458	327	0.7231	-175.085
64635	68521	327	0.883	-86.036
76313	77652	327	0.8843	-72.021
69458	76313	327	0.7566	-28.031
64547	76313	327	0.7346	-114.068
49043	64635	327	0.7255	3.011
69458	77652	327	0.9055	-100.052
64547	69458	327	0.9905	-86.037
49043	61601	327	0.826	18.010
61601	64547	327	0.9086	-190.084
49043	64547	327	0.9403	-172.074
59871	60852	327	0.9138	-14.016
64547	77652	327	0.89	-186.089
84652	88878	328	0.9816	88.053
84652	89021	328	0.9844	44.027
88878	89021	328	0.9802	-44.026
67687	68908	330	0.839	45.057
66616	71178	330	0.9458	14.016
71178	71179	330	0.846	-45.058
71178	71186	330	0.8753	112.125
71178	72720	330	0.8488	-118.064
71178	74375	330	0.8349	-28.032
71178	76122	330	0.8616	-30.013
71178	82869	330	0.9139	-92.026
61357	71178	330	0.8611	30.011
73919	83683	330	0.8763	22.945
73919	85521	330	0.8237	5.919
65411	73919	330	0.8464	-14.016
48542	51295	330	0.9033	-17.027
51295	65411	330	0.8398	-28.032
51295	68908	330	0.8391	85.077
51295	72720	330	0.9034	22.946
51295	73196	330	0.8715	5.920
51295	75888	330	0.832	83.907
51295	82869	330	0.859	48.983
51295	85461	330	0.9306	-10.057
61357	66616	330	0.8922	15.995
61357	72720	330	0.8706	-88.053
61357	76122	330	0.9845	-0.002
61357	82869	330	0.9131	-62.015
76122	82869	330	0.9171	-62.013
66616	76122	330	0.8885	-15.996
72720	76122	330	0.8734	88.051
66616	72720	330	0.9034	-104.048
72720	73196	330	0.9784	-17.026
72720	82869	330	0.9562	26.038
72720	85461	330	0.8635	-33.003
73196	85461	330	0.9503	-15.977
66616	82869	330	0.9629	-78.010
48542	85461	330	0.8263	-27.083
83683	85521	330	0.9247	-17.026
65411	85461	330	0.8391	17.975
68908	85461	330	0.8227	-95.134
82869	85461	330	0.8302	-59.040
59236	66026	331	0.8739	-18.010
61338	66026	331	0.8001	-34.005
63936	66026	331	0.8263	-31.990
62687	63258	331	0.9471	-14.016
61338	62687	331	0.7502	-18.010
62687	63936	331	0.7288	15.995
59236	61338	331	0.8557	15.995
59236	63936	331	0.7827	13.979
61338	63936	331	0.8587	-2.016
9052	11718	332	0.783	-7.969
11718	20593	332	0.8691	-6.047
9052	20593	332	0.8854	-14.016
20593	42779	332	0.9413	-14.016
25955	42779	332	0.8246	43.990
18705	34860	333	0.8783	-14.015
20482	33464	334	0.8527	0.000
2751	14759	334	0.7619	-14.015
2751	33464	334	0.7014	0.001
51705	54447	336	0.8885	-4.031
30096	54447	336	0.8874	-40.031
54447	57502	336	0.8926	2.016
41341	60435	336	0.8681	18.010
60435	75375	336	0.7901	29.974
30096	41341	336	0.8738	-122.037
41341	52071	336	0.882	-18.047
41341	57194	336	0.9062	-14.016
46844	57194	336	0.8926	-96.058
45684	46844	336	0.9632	86.037
26817	31863	336	0.8981	-38.052
31863	32303	336	0.9256	56.062
31863	34756	336	0.8949	12.000
31863	52071	336	0.9033	30.010
29269	41462	336	0.807	62.073
51524	51739	336	0.7904	-2.016
51524	66774	336	0.7882	62.016
51524	69374	336	0.9726	-0.000
51524	75375	336	0.8152	18.011
33572	55604	336	0.8021	-15.995
55604	73801	336	0.8857	-0.000
45684	57194	336	0.9211	-10.021
30971	42164	336	0.7936	-143.908
30971	53179	336	0.9328	0.000
30971	65098	336	0.8267	-161.873
59316	74516	336	0.8533	-30.047
53179	65098	336	0.8625	-161.873
42164	65098	336	0.8367	-17.965
35576	51893	336	0.9283	-54.047
32303	51893	336	0.9257	46.005
26817	30096	336	0.8841	132.042
30096	39717	336	0.8931	2.016
30096	52071	336	0.8908	-140.084
30096	60663	336	0.886	-90.047
42164	53179	336	0.828	143.908
33572	74516	336	0.8135	-34.101
66774	74516	336	0.8064	15.995
33572	73801	336	0.8497	-15.995
29269	52071	336	0.8739	2.016
51705	57502	336	0.9072	-2.016
39612	45926	336	0.8663	-48.037
26817	45926	336	0.8775	-62.052
45926	59723	336	0.9071	14.016
45926	63779	336	0.8781	18.011
26817	32303	336	0.9594	18.010
32303	35576	336	0.9462	100.052
32303	39612	336	0.9402	-32.026
31619	45857	336	0.9383	-18.010
69374	75375	336	0.8117	18.011
51705	60663	336	0.8915	-54.047
52071	60663	336	0.8629	50.037
39612	60663	336	0.8539	56.010
39717	60663	336	0.8623	-92.063
39717	63779	336	0.8354	-178.099
59723	63779	336	0.977	3.995
33572	66774	336	0.8111	-50.096
26817	35576	336	0.9357	118.063
26817	39612	336	0.9695	-14.015
26817	39717	336	0.9134	134.058
26817	52071	336	0.8849	-8.042
39612	39717	336	0.8901	148.073
53179	66774	336	0.7898	-14.016
51739	69374	336	0.818	2.016
66774	69374	336	0.7883	-62.016
39612	52071	336	0.8675	5.974
35576	39612	336	0.9122	-132.078
21928	45857	336	0.7837	60.073
21928	37590	336	0.8051	1.979
51739	55623	336	0.8385	-32.026
37590	51739	336	0.8101	30.010
71678	71841	337	0.9546	-193.131
71702	71841	337	0.9851	-105.079
71807	71841	337	0.9866	44.026
71841	71876	337	0.9916	44.026
71841	71942	337	0.9757	61.053
71841	71973	337	0.9887	88.052
71841	73022	337	0.9728	149.105
71702	71807	337	0.9701	-149.105
71807	71876	337	0.9773	88.052
71807	71942	337	0.9649	105.079
71807	71973	337	0.9771	132.079
71807	73022	337	0.9563	193.131
73022	87594	337	0.9245	-127.136
71678	87594	337	0.9431	-171.162
71702	87594	337	0.9093	-83.110
71876	87594	337	0.9055	-22.057
71973	87594	337	0.908	-66.083
71678	71942	337	0.9607	-132.079
71702	71942	337	0.9823	-44.026
71876	71942	337	0.9735	17.027
71942	71973	337	0.9742	27.000
71942	73022	337	0.9749	88.052
71678	71702	337	0.9608	-88.052
71702	71876	337	0.9827	-61.053
71702	71973	337	0.9826	-17.027
71702	73022	337	0.9909	44.026
71973	88292	337	0.9085	-82.078
87094	88292	337	0.9892	-44.026
88140	88292	337	0.9702	44.026
88239	88292	337	0.9614	88.052
88292	88546	337	0.9359	132.079
88292	89042	337	0.9839	88.052
87094	88239	337	0.9596	-132.079
88140	88239	337	0.9835	-44.026
88239	89042	337	0.9495	176.105
87094	88546	337	0.9432	88.052
88140	88546	337	0.9265	176.105
88546	89042	337	0.9511	-44.026
87094	89042	337	0.9885	44.026
88140	89042	337	0.963	132.078
87094	88140	337	0.9688	-88.052
71678	71973	337	0.9683	-105.079
71876	71973	337	0.996	44.026
71973	73022	337	0.9749	61.053
71678	71876	337	0.9654	-149.105
71876	73022	337	0.9725	105.079
71678	73022	337	0.9835	-44.026
29530	29595	340	0.7661	65.027
29530	66773	340	0.8052	-184.110
53152	82508	341	0.9019	18.011
53210	80221	342	0.9191	-28.033
42264	53210	342	0.9515	-14.015
10687	19516	344	0.9141	-18.011
59855	60325	345	0.9474	1.997
59855	65970	345	0.8596	-36.048
65932	65970	345	0.9497	1.997
65964	65970	345	0.9742	-1.997
59855	65932	345	0.8548	-38.045
59855	65964	345	0.8625	-34.051
65932	65964	345	0.9194	3.994
47807	81991	349	0.9814	0.000
68604	81991	349	0.9649	35.977
81991	90239	349	0.9253	-186.162
28311	81991	349	0.971	18.011
28311	47807	349	0.9681	18.011
28311	68604	349	0.9723	-17.966
28311	90239	349	0.9258	-168.152
47807	68604	349	0.9673	-35.977
68604	90239	349	0.913	-150.185
47807	90239	349	0.9314	-186.162
68566	86663	350	0.9185	41.027
62442	68566	350	0.8844	-41.027
55159	62442	350	0.8822	-14.016
55159	69060	350	0.8886	-0.984
55159	85438	350	0.8835	-14.999
55159	86663	350	0.9112	-14.015
69060	85438	350	0.9316	-14.015
62442	85438	350	0.8623	-0.984
62442	86663	350	0.9272	0.000
85438	86663	350	0.8905	0.984
48332	80319	351	0.8606	-2.016
20324	25987	353	0.8406	176.105
20324	49183	353	0.8422	-162.052
2473	20375	355	0.8049	-120.094
22709	23829	356	0.7245	32.023
41981	45396	358	0.9318	9.985
42047	45396	358	0.7783	176.068
45396	50798	358	0.7938	-93.982
45396	98377	358	0.9416	-14.016
41981	98377	358	0.8143	-4.031
50798	98377	358	0.8122	79.966
42047	98377	358	0.7623	162.053
6690	12587	359	0.8751	-14.016
12587	21873	359	0.9211	-14.016
13889	28340	362	0.7222	1.032
18341	28340	362	0.7287	-144.097
28340	36952	362	0.7663	-88.053
23578	34005	362	0.9464	-110.066
36952	41913	362	0.827	-193.131
20363	22698	362	0.8556	-22.014
22698	23578	362	0.9105	-22.013
22698	26029	362	0.795	42.006
22698	26571	362	0.8784	-17.026
22698	26820	362	0.8491	-39.039
22698	31738	362	0.8889	-88.053
18341	22698	362	0.7939	-44.026
20363	23578	362	0.8732	-44.027
23578	26820	362	0.9005	-17.026
23578	31738	362	0.8506	-66.040
20363	26820	362	0.7917	-61.053
26571	26820	362	0.8796	-22.013
26820	31738	362	0.8177	-49.013
26029	26611	362	0.7936	-88.035
26571	26611	362	0.7245	-29.003
20363	31738	362	0.857	-110.066
26029	31738	362	0.784	-130.058
26571	31738	362	0.7843	-71.026
18341	20363	362	0.7979	-22.013
16762	20363	362	0.7976	15.005
26029	26571	362	0.7438	-59.032
20363	26571	362	0.7792	-39.040
38163	41236	364	0.9532	88.052
38163	42422	364	0.9531	44.026
41236	42422	364	0.9618	-44.026
92988	98811	365	0.9819	-28.032
93020	98811	365	0.9844	46.005
94166	98811	365	0.9535	-14.016
94982	98811	365	0.994	-0.000
96530	98811	365	0.9904	28.031
98057	98811	365	0.9763	46.005
98791	98811	365	0.9827	28.031
98811	98989	365	0.9899	-46.005
98811	99030	365	0.9412	28.031
98811	99087	365	0.9979	0.000
91745	91952	365	0.9082	17.026
92988	98215	365	0.9605	-46.006
93020	98215	365	0.9634	28.031
97135	98215	365	0.9598	56.062
98057	98215	365	0.9601	28.031
98215	98821	365	0.9626	0.000
98215	98983	365	0.955	46.006
98215	98989	365	0.9688	-28.031
98215	99030	365	0.9661	46.006
83489	85114	365	0.901	0.001
85114	88299	365	0.9249	-2.017
81552	83920	365	0.9028	-18.010
81552	89532	365	0.9528	-28.031
81552	94979	365	0.9017	-84.094
87705	89340	365	0.952	-53.987
89340	90194	365	0.9265	-1.997
89340	92548	365	0.948	-45.948
89340	94713	365	0.9319	-52.022
92988	96530	365	0.9685	-56.063
94166	96530	365	0.9524	-42.047
94982	96530	365	0.9498	-28.031
96530	97135	365	0.987	-46.005
96530	98791	365	0.9915	-0.000
96530	98983	365	0.9268	56.062
96530	99030	365	0.9375	56.062
96530	99087	365	0.9919	28.031
87705	96530	365	0.9034	-30.047
92988	98821	365	0.9246	-46.006
93020	98821	365	0.9291	28.031
97135	98821	365	0.9258	56.062
98057	98821	365	0.9265	28.031
98821	98983	365	0.9408	46.006
98821	98989	365	0.9346	-28.031
98821	99030	365	0.9499	46.006
50752	54659	365	0.9612	-18.011
50752	79664	365	0.9241	-12.000
50752	94166	365	0.9314	-112.125
82961	88299	365	0.9212	53.988
83945	88299	365	0.9121	99.935
83972	88299	365	0.905	97.937
85611	88299	365	0.9326	145.923
85703	88299	365	0.9448	127.912
88299	90266	365	0.9089	-48.003
87705	92548	365	0.9633	-99.935
90194	92548	365	0.9299	-43.951
92232	92548	365	0.9103	-1.998
92548	94713	365	0.9458	-6.074
54659	85869	365	0.9174	-53.051
79664	89019	365	0.9042	-84.093
83489	89019	365	0.9223	-30.047
57060	89019	365	0.928	-30.047
87705	89019	365	0.965	28.031
92988	98791	365	0.9684	-56.063
94166	98791	365	0.9652	-42.047
94982	98791	365	0.978	-28.032
97135	98791	365	0.978	46.005
98791	98983	365	0.9403	56.063
98791	99030	365	0.9508	56.063
98791	99087	365	0.9853	28.031
93020	94982	365	0.9874	46.005
93020	95376	365	0.949	-31.042
93020	95412	365	0.9241	-45.058
93020	97135	365	0.9851	-28.031
93020	98057	365	0.9932	-0.000
93020	98989	365	0.993	-0.000
93020	99087	365	0.9823	46.005
92988	99087	365	0.9799	-28.032
94166	99087	365	0.956	-14.016
94982	99087	365	0.9915	-0.000
98057	99087	365	0.9738	46.005
98989	99087	365	0.9875	46.005
99030	99087	365	0.9434	-28.031
87705	94713	365	0.9472	-106.009
90194	94713	365	0.9019	-50.025
87705	90194	365	0.9218	-55.984
87395	91745	365	0.9602	-28.031
89558	91745	365	0.9127	35.977
87705	90157	365	0.9022	-48.004
90157	90266	365	0.9455	56.063
90157	92232	365	0.9448	-49.933
81669	94813	365	0.9471	-0.001
83489	94813	365	0.9175	-56.063
57060	94813	365	0.9222	-56.063
92988	94982	365	0.9863	-28.031
94166	94982	365	0.9526	-14.015
94982	98057	365	0.9758	-46.006
94982	98989	365	0.9842	-46.006
94982	99030	365	0.9362	28.031
95376	98989	365	0.9588	31.042
95412	98989	365	0.9345	45.058
97135	98989	365	0.9892	28.031
98057	98989	365	0.9907	0.000
97135	98057	365	0.9814	28.031
82961	85611	365	0.9622	-91.935
83945	85611	365	0.9564	-45.988
83972	85611	365	0.958	-47.986
85611	85703	365	0.9154	18.010
85611	90266	365	0.9425	97.919
83489	87705	365	0.905	-58.078
57060	87705	365	0.9108	-58.078
87705	92232	365	0.901	-97.937
92988	98983	365	0.9258	-0.000
94166	98983	365	0.9677	14.016
